"bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio28","bio29","bio3","bio30","bio31","bio32","bio33","bio34","bio35","bio4","bio5","bio6","bio7","bio8","bio9"
0.068005337508636,-0.120724445901449,0.198953589033146,0.893504159171628,0.863499414021276,0.747836312893174,-0.368781579851779,0.881594077666841,0.770482941964401,0.490774013304409,1,-0.259925124444242,0.654937496940054,0.7147323902151,0.144409029088082,0.497821725727935,-0.100760340755409,0.711664622049358,0.516809751330356,0.472916539578816,0.745406469253471,-0.460615607992579,-0.168486647262143,0.253722588905653,-0.562459228098255,-0.315159632748949,0.219799697894388
0.63251538280138,0.711410988068495,0.531725699070928,-0.362137433408518,-0.291217005579413,-0.408808790173349,0.413883642905156,-0.309437491800332,-0.39724619463089,-0.373114218085206,-0.259925124444242,1,-0.645476534767646,-0.606920952357836,0.736644687520311,-0.633605449357899,0.451067418360536,-0.616905544630048,-0.631346098320386,-0.634241653602805,-0.540431990407638,-0.203056226060917,0.796094779444349,0.429124277609619,0.212619389215109,0.457423263741396,0.537044678285079
-0.414733177607823,-0.562063402609257,-0.301515010305464,0.845839960724229,0.757209497485832,0.813439586305734,-0.667095140562821,0.782223771266692,0.821638939861619,0.833148876980963,0.654937496940054,-0.645476534767646,1,0.946794446193457,-0.401775362167787,0.923898700875798,-0.612569596294623,0.955763467874052,0.940636121365655,0.916831835323795,0.934173270565441,-0.0612751455996793,-0.612495816585502,-0.239582165714699,-0.299617162714888,-0.305838463881468,-0.36410032662647
-0.335207758035929,-0.483587806939468,-0.220447047180687,0.823971310279207,0.788577167750546,0.721367008180839,-0.597737044862252,0.804594441123852,0.736983457772805,0.721843876842008,0.7147323902151,-0.606920952357836,0.946794446193457,1,-0.32535505307482,0.774277035198079,-0.383829678650294,0.998436859075664,0.796841513507133,0.781232645543487,0.962716558763538,-0.11894493178494,-0.530966204022084,-0.151427719004852,-0.344235719609568,-0.309203382682251,-0.26816490235234
0.848139869132746,0.729822463343139,0.88289012399542,-0.0391111333423633,0.00309955807224454,-0.112046967784076,0.317815675886554,-0.00997719276678375,-0.0956364683301846,-0.255812374290747,0.144409029088082,0.736644687520311,-0.401775362167787,-0.32535505307482,1,-0.467377984376551,0.505694679844042,-0.338319678243335,-0.455860682593882,-0.466737372641157,-0.250746709343665,-0.769805156118453,0.735955008332463,0.844100787612363,-0.475371951467141,0.344359974682158,0.826135546249851
-0.502348936769768,-0.629894284069869,-0.401690545424292,0.756501221968774,0.637897477944664,0.802882622377172,-0.615446126690255,0.667212232510775,0.79785238526282,0.860436802420486,0.497821725727935,-0.633605449357899,0.923898700875798,0.774277035198079,-0.467377984376551,1,-0.774259476089934,0.787894500646169,0.997158366076587,0.980051376620754,0.759499156850414,0.0434837491129783,-0.677882933158309,-0.354398403942944,-0.197576259585832,-0.309330790845578,-0.471383491177343
0.575584561795158,0.609292267940099,0.536323178169906,-0.424925971878773,-0.328483048005965,-0.520676511932174,0.529645136281835,-0.344985940030596,-0.513303818583684,-0.710887102715774,-0.100760340755409,0.451067418360536,-0.612569596294623,-0.383829678650294,0.505694679844042,-0.774259476089934,1,-0.402762392733626,-0.773323006540819,-0.774989204057432,-0.371358252397792,-0.296932678209299,0.620813448477538,0.524814897503361,-0.119811237003271,0.0829458029248284,0.659060126265638
-0.343604731588678,-0.49125866953978,-0.229613791135238,0.823568725191083,0.777295550601614,0.730332812315383,-0.61336051255273,0.796460444685016,0.745264709159355,0.725219343083386,0.711664622049358,-0.616905544630048,0.955763467874052,0.998436859075664,-0.338319678243335,0.787894500646169,-0.402762392733626,1,0.809942244605325,0.790793227756103,0.969914802697847,-0.111441173493496,-0.539151414550206,-0.160167513927625,-0.339922201211167,-0.312949761425999,-0.275024488137379
-0.490092097244552,-0.621248593611325,-0.387197755229134,0.775897827064288,0.660308681041886,0.813292860701139,-0.630519336224684,0.688253116484718,0.810921782716923,0.873226178527775,0.516809751330356,-0.631346098320386,0.940636121365655,0.796841513507133,-0.455860682593882,0.997158366076587,-0.773323006540819,0.809942244605325,1,0.982284043171924,0.78258395949255,0.0269239717600127,-0.6694418351854,-0.339216464987553,-0.21128956486678,-0.298660305632904,-0.460920119995247
-0.535058534368258,-0.66307410356409,-0.430233997302826,0.748785888927314,0.667045841749674,0.771132258995773,-0.571066435771358,0.68783093746283,0.768682113542318,0.88944996406601,0.472916539578816,-0.634241653602805,0.916831835323795,0.781232645543487,-0.466737372641157,0.980051376620754,-0.774989204057432,0.790793227756103,0.982284043171924,1,0.728381758989949,0.0620830813649961,-0.710189132223288,-0.384785325023893,-0.18672118511784,-0.301719869516874,-0.511188704468907
-0.220465187039204,-0.37217622295197,-0.115151536923057,0.827763431447842,0.749066086241484,0.75558843152344,-0.656380945866871,0.774045768796881,0.771502762795304,0.691482394739394,0.745406469253471,-0.540431990407638,0.934173270565441,0.962716558763538,-0.250746709343665,0.759499156850414,-0.371358252397792,0.969914802697847,0.78258395949255,0.728381758989949,1,-0.191522839476105,-0.420433226429245,-0.0484926105831708,-0.379826694745527,-0.248158898199262,-0.150778453088438
-0.713623347656825,-0.45901889121092,-0.85703436323915,-0.322704985985123,-0.284497558244993,-0.279450813273246,0.0181208232937282,-0.287448525935173,-0.293007382133903,-0.0223371712824764,-0.460615607992579,-0.203056226060917,-0.0612751455996793,-0.11894493178494,-0.769805156118453,0.0434837491129783,-0.296932678209299,-0.111441173493496,0.0269239717600127,0.0620830813649961,-0.191522839476105,1,-0.399421456580395,-0.889695156200383,0.906175406674217,-0.0904587618853658,-0.776177313549587
0.916902932467167,0.987360313568028,0.807057345762901,-0.30928570595898,-0.273458466200393,-0.357299252516355,0.345912441671577,-0.286488819923669,-0.34540729415995,-0.415468820274634,-0.168486647262143,0.796094779444349,-0.612495816585502,-0.530966204022084,0.735955008332463,-0.677882933158309,0.620813448477538,-0.539151414550206,-0.6694418351854,-0.710189132223288,-0.420433226429245,-0.399421456580395,1,0.746695067555678,-0.0447986903768442,0.64043852409893,0.7767702333271
0.943219978586986,0.801453779354204,0.99148220477539,0.081057828918212,0.0675014805669693,0.0328402921562058,0.144849041400456,0.0630806530841916,0.0465857422867893,-0.194116434616751,0.253722588905653,0.429124277609619,-0.239582165714699,-0.151427719004852,0.844100787612363,-0.354398403942944,0.524814897503361,-0.160167513927625,-0.339216464987553,-0.384785325023893,-0.0484926105831708,-0.889695156200383,0.746695067555678,1,-0.697949659578161,0.377622287401156,0.917633220345981
-0.429420145012061,-0.140647785214728,-0.620168386456541,-0.454728890748016,-0.395795823371432,-0.434005689898007,0.154879234461169,-0.403185337649785,-0.441846225953593,-0.155773220085576,-0.562459228098255,0.212619389215109,-0.299617162714888,-0.344235719609568,-0.475371951467141,-0.197576259585832,-0.119811237003271,-0.339922201211167,-0.21128956486678,-0.18672118511784,-0.379826694745527,0.906175406674217,-0.0447986903768442,-0.697949659578161,1,0.122382661632568,-0.541864949549374
0.557522682534303,0.656850929533414,0.431074572477212,-0.204762001367591,-0.14299054023965,-0.248413401255647,0.155404555329117,-0.164249002901622,-0.237198775505442,0.0211679200205788,-0.315159632748949,0.457423263741396,-0.305838463881468,-0.309203382682251,0.344359974682158,-0.309330790845578,0.0829458029248284,-0.312949761425999,-0.298660305632904,-0.301719869516874,-0.248158898199262,-0.0904587618853658,0.64043852409893,0.377622287401156,0.122382661632568,1,0.229793150495976
0.901894222256509,0.803046155566966,0.925624449623022,-0.0231701673282156,-0.0356540523453781,-0.0597768524475426,0.226553524034968,-0.0398243299211095,-0.0465802668842382,-0.354287060356431,0.219799697894388,0.537044678285079,-0.36410032662647,-0.26816490235234,0.826135546249851,-0.471383491177343,0.659060126265638,-0.275024488137379,-0.460920119995247,-0.511188704468907,-0.150778453088438,-0.776177313549587,0.7767702333271,0.917633220345981,-0.541864949549374,0.229793150495976,1
